country,year,gdp,lexp,health,growth,food,Region,pop
Seychelles,1996,15600,70.4,7.82,1.47,NA,Africa,77700
Seychelles,1997,17300,70.6,8.49,1.17,NA,Africa,78500
Seychelles,1998,18400,70.8,7.5,1.96,NA,Africa,79200
Seychelles,1999,18300,71,7.77,1.96,NA,Africa,80100
Seychelles,2000,18500,71.2,7.29,0.893,NA,Africa,81200
Seychelles,2001,18000,71.3,8.33,0.0875,NA,Africa,82600
Seychelles,2002,17700,71.5,6.77,3.06,NA,Africa,84200
Seychelles,2003,16800,71.6,12.2,-1.13,NA,Africa,85900
Seychelles,2004,16400,71.8,10.2,-0.37,NA,Africa,87500
Seychelles,2005,17800,72.1,8.95,0.463,NA,Africa,88700
Seychelles,2006,19100,72.4,7.79,2.08,NA,Africa,89700
Seychelles,2007,21000,72.7,7.72,0.511,NA,Africa,90300
Seychelles,2008,20100,73.1,7.71,2.24,NA,Africa,90700
Seychelles,2009,19800,73.2,9.03,0.393,NA,Africa,91000
Seychelles,2010,20400,73.4,9.12,2.79,NA,Africa,91400
Sierra Leone,1995,956,49.9,8.27,-0.206,2140,Africa,4270000
Sierra Leone,1996,971,51.3,8.9,0.176,2180,Africa,4280000
Sierra Leone,1997,909,50.8,8.85,0.538,2200,Africa,4310000
Sierra Leone,1998,915,49.1,8.88,1.11,2150,Africa,4350000
Sierra Leone,1999,880,49.1,8.78,1.91,2070,Africa,4440000
Sierra Leone,2000,913,50.9,7.43,2.81,1990,Africa,4560000
Sierra Leone,2001,816,51.3,7.23,3.76,2000,Africa,4740000
Sierra Leone,2002,985,51.4,7.53,4.5,2050,Africa,4960000
Sierra Leone,2003,1030,51.7,8.44,4.77,2030,Africa,5200000
Sierra Leone,2004,1050,52.1,5.96,4.52,2020,Africa,5440000
Sierra Leone,2005,1050,52.5,7.55,3.94,2080,Africa,5660000
Sierra Leone,2006,1070,52.9,6.77,3.31,2160,Africa,5850000
Sierra Leone,2007,1130,53.2,5.26,2.81,2190,Africa,6020000
Sierra Leone,2008,1160,53.8,6.35,2.46,2200,Africa,6170000
Sierra Leone,2009,1180,54.3,6.35,2.32,2250,Africa,6310000
Sierra Leone,2010,1220,55,6.35,2.33,2280,Africa,6460000
Singapore,1995,44900,77.4,9.43,3.04,NA,Asia & Pacific,3480000
Singapore,1996,46400,77.7,6.9,4.06,NA,Asia & Pacific,3570000
Singapore,1997,48600,78.2,8.42,3.36,NA,Asia & Pacific,3650000
Singapore,1998,45900,78.5,8.69,3.4,NA,Asia & Pacific,3730000
Singapore,1999,48300,78.9,8.23,0.799,NA,Asia & Pacific,3820000
Singapore,2000,51700,79.4,6.21,1.73,NA,Asia & Pacific,3910000
Singapore,2001,49800,79.8,5.59,2.7,NA,Asia & Pacific,4020000
Singapore,2002,51500,80.1,5.63,0.913,NA,Asia & Pacific,4130000
Singapore,2003,54600,80.4,7.95,-1.47,NA,Asia & Pacific,4250000
Singapore,2004,59000,80.7,6.52,1.25,NA,Asia & Pacific,4370000
Singapore,2005,62000,80.9,6.96,2.35,NA,Asia & Pacific,4490000
Singapore,2006,65400,81.1,6.63,3.13,NA,Asia & Pacific,4610000
Singapore,2007,68400,81.6,6.86,4.17,NA,Asia & Pacific,4730000
Singapore,2008,66000,82.1,6.91,5.32,NA,Asia & Pacific,4850000
Singapore,2009,63700,82.4,8.32,3.02,NA,Asia & Pacific,4970000
Singapore,2010,72100,82.7,8.02,1.77,NA,Asia & Pacific,5070000
Slovakia,1995,13200,72.4,11,0.293,2840,Europe,5380000
Slovakia,1996,14000,72.7,10.6,0.212,2910,Europe,5380000
Slovakia,1997,14900,72.8,10.8,0.185,2900,Europe,5390000
Slovakia,1998,15400,72.8,11.3,0.134,2940,Europe,5400000
Slovakia,1999,15400,73,10.7,0.102,2880,Europe,5400000
Slovakia,2000,15600,73.3,9.43,-0.135,2780,Europe,5400000
Slovakia,2001,16200,73.5,11.1,-0.183,2790,Europe,5400000
Slovakia,2002,16900,73.8,11.1,-0.0364,2800,Europe,5400000
Slovakia,2003,17800,73.9,12.8,-0.0658,2790,Europe,5400000
Slovakia,2004,18800,74.1,14.1,-0.0204,2820,Europe,5400000
Slovakia,2005,20000,74.2,13.8,0.00981,2840,Europe,5400000
Slovakia,2006,21700,74.4,13.8,0.0046,2830,Europe,5400000
Slovakia,2007,24100,74.5,15.2,0.0292,2790,Europe,5400000
Slovakia,2008,25400,74.9,15.6,0.0858,2860,Europe,5400000
Slovakia,2009,24000,75.1,14.5,0.133,2900,Europe,5400000
Slovakia,2010,25200,75.5,14.5,0.0932,2950,Europe,5400000
Slovenia,1995,18400,74.5,11.1,0.0216,2910,Europe,1990000
Slovenia,1996,19100,74.8,13.2,-0.0625,3050,Europe,1990000
Slovenia,1997,20100,75,13.1,-0.134,2930,Europe,1990000
Slovenia,1998,20800,75.2,13,-0.218,2850,Europe,1990000
Slovenia,1999,21900,75.5,12.8,0.0714,3060,Europe,1990000
Slovenia,2000,22700,75.9,13.2,0.296,3060,Europe,1990000
Slovenia,2001,23400,76.2,13.3,0.158,3060,Europe,1990000
Slovenia,2002,24200,76.5,13.7,0.124,3080,Europe,1990000
Slovenia,2003,24900,76.7,13.4,0.0603,3110,Europe,1990000
Slovenia,2004,26000,77.1,13.3,0.0641,3160,Europe,1990000
Slovenia,2005,27000,77.5,13.4,0.173,3070,Europe,2000000
Slovenia,2006,28400,77.9,13.4,0.319,3120,Europe,2000000
Slovenia,2007,30200,78.2,13.3,0.559,3140,Europe,2010000
Slovenia,2008,31100,78.7,13.9,0.158,3160,Europe,2020000
Slovenia,2009,28500,79.1,13.8,0.904,3180,Europe,2040000
Slovenia,2010,28700,79.5,13.8,0.436,3180,Europe,2050000
Solomon Islands,1995,2280,61,14.8,2.82,2380,Asia & Pacific,359000
Solomon Islands,1996,2260,61.2,14.3,2.81,2310,Asia & Pacific,369000
Solomon Islands,1997,2160,61.3,17.6,2.8,2410,Asia & Pacific,380000
Solomon Islands,1998,2140,61.4,15.2,2.78,2390,Asia & Pacific,391000
Solomon Islands,1999,2070,61.5,17.3,2.75,2310,Asia & Pacific,402000
Solomon Islands,2000,1730,61.5,20.8,2.72,2350,Asia & Pacific,413000
Solomon Islands,2001,1550,61.3,34.4,2.69,2320,Asia & Pacific,424000
Solomon Islands,2002,1470,61.2,19.9,2.66,2390,Asia & Pacific,435000
Solomon Islands,2003,1520,61.1,20.6,2.61,2410,Asia & Pacific,447000
Solomon Islands,2004,1560,61,23.9,2.55,2400,Asia & Pacific,458000
Solomon Islands,2005,1600,61,29.8,2.49,2430,Asia & Pacific,470000
Solomon Islands,2006,1670,61.1,25.2,2.43,2460,Asia & Pacific,481000
Solomon Islands,2007,1750,61,20.1,2.36,2420,Asia & Pacific,493000
Solomon Islands,2008,1830,61.4,15.5,2.31,2480,Asia & Pacific,504000
Solomon Islands,2009,1710,61.4,23.7,2.27,2450,Asia & Pacific,516000
Solomon Islands,2010,1780,61.7,23.1,2.24,2480,Asia & Pacific,528000
Somalia,1995,637,51.4,4.17,1.58,NA,Arab States,7700000
Somalia,1996,648,51.3,4.17,2.4,NA,Arab States,7890000
Somalia,1997,613,51,4.36,3.06,NA,Arab States,8140000
Somalia,1998,607,51.7,4.38,3.44,NA,Arab States,8420000
Somalia,1999,605,51.8,4.2,3.48,NA,Arab States,8720000
Somalia,2000,603,52.1,4.22,3.29,NA,Arab States,9010000
Somalia,2001,603,52.5,4.19,3.05,NA,Arab States,9290000
Somalia,2002,607,52.7,NA,2.9,NA,Arab States,9560000
Somalia,2003,611,53.1,NA,2.81,NA,Arab States,9840000
Somalia,2004,614,53.4,NA,2.81,NA,Arab States,10100000
Somalia,2005,616,53.9,NA,2.86,NA,Arab States,10400000
Somalia,2006,615,54,NA,2.92,NA,Arab States,10700000
Somalia,2007,615,54.1,NA,2.94,NA,Arab States,11000000
Somalia,2008,615,54.8,NA,2.95,NA,Arab States,11400000
Somalia,2009,615,55,NA,2.94,NA,Arab States,11700000
Somalia,2010,614,53.1,NA,2.91,NA,Arab States,12100000
South Africa,1995,9180,64.3,9.55,2.09,2810,Africa,42100000
South Africa,1996,9400,62.9,9.47,1.91,2800,Africa,42900000
South Africa,1997,9480,61,9.29,1.75,2820,Africa,43700000
South Africa,1998,9390,59.4,9.82,1.62,2850,Africa,44400000
South Africa,1999,9470,57.6,10.7,1.54,2840,Africa,45100000
South Africa,2000,9720,55.4,10.9,1.47,2890,Africa,45700000
South Africa,2001,9890,54.3,11.2,1.43,2910,Africa,46400000
South Africa,2002,10100,53.1,11.5,1.37,2910,Africa,47000000
South Africa,2003,10300,52.1,11.2,1.32,2930,Africa,47600000
South Africa,2004,10600,51.4,10.3,1.25,2940,Africa,48200000
South Africa,2005,11100,51.1,10.4,1.18,2950,Africa,48800000
South Africa,2006,11500,51,10.7,1.11,2930,Africa,49400000
South Africa,2007,12000,51.4,11.1,1.05,2920,Africa,49900000
South Africa,2008,12200,52.1,11.5,1.05,2920,Africa,50400000
South Africa,2009,11800,53.1,11.4,1.1,2940,Africa,51000000
South Africa,2010,12000,54.3,11.9,1.2,2990,Africa,51600000
South Korea,1995,16600,74.2,7.09,1.01,3020,Asia & Pacific,45300000
South Korea,1996,17700,74.6,7.71,0.953,3060,Asia & Pacific,45800000
South Korea,1997,18500,75,7.98,0.938,3070,Asia & Pacific,46200000
South Korea,1998,17400,75.3,8.23,0.722,2980,Asia & Pacific,46600000
South Korea,1999,19200,75.7,9.22,0.711,3100,Asia & Pacific,47000000
South Korea,2000,20800,76,9.71,0.836,3090,Asia & Pacific,47400000
South Korea,2001,21500,76.3,11.6,0.767,3080,Asia & Pacific,47700000
South Korea,2002,23000,76.7,11.2,0.578,3080,Asia & Pacific,48000000
South Korea,2003,23500,77.3,9.4,0.518,3060,Asia & Pacific,48300000
South Korea,2004,24600,77.8,10.6,0.396,3100,Asia & Pacific,48500000
South Korea,2005,25500,78.3,11.3,0.212,3100,Asia & Pacific,48700000
South Korea,2006,26700,78.8,12.1,0.525,3110,Asia & Pacific,48900000
South Korea,2007,28000,79.2,12.3,0.505,3140,Asia & Pacific,49100000
South Korea,2008,28600,79.5,11.9,0.759,3190,Asia & Pacific,49200000
South Korea,2009,28600,79.9,12.2,0.515,3200,Asia & Pacific,49400000
South Korea,2010,30400,80.1,12.4,0.498,3280,Asia & Pacific,49600000
South Sudan,1995,2100,53.4,NA,0.51,NA,Africa,5460000
South Sudan,1996,2150,53.1,NA,2.38,NA,Africa,5590000
South Sudan,1997,2300,53.1,NA,3.91,NA,Africa,5810000
South Sudan,1998,2370,53.3,NA,4.8,NA,Africa,6100000
South Sudan,1999,2480,54.6,NA,4.89,NA,Africa,6410000
South Sudan,2000,2640,54.5,NA,4.5,NA,Africa,6700000
South Sudan,2001,2730,54.6,NA,4,NA,Africa,6970000
South Sudan,2002,2810,55,NA,3.7,NA,Africa,7240000
South Sudan,2003,2930,56,NA,3.59,NA,Africa,7500000
South Sudan,2004,3000,56,NA,3.74,NA,Africa,7790000
South Sudan,2005,3170,56.6,NA,4.04,NA,Africa,8110000
South Sudan,2006,3400,56.8,NA,4.34,NA,Africa,8470000
South Sudan,2007,3700,57.1,NA,4.49,NA,Africa,8860000
South Sudan,2008,3720,57.5,NA,4.49,NA,Africa,9260000
South Sudan,2009,3740,57.5,NA,4.31,NA,Africa,9670000
South Sudan,2010,3790,58.1,NA,4.02,NA,Africa,10100000
Spain,1995,25100,78.2,12.1,0.441,3220,Europe,39900000
Spain,1996,25600,78.4,12.5,0.417,3360,Europe,40000000
Spain,1997,26400,78.7,12.8,0.419,3300,Europe,40100000
Spain,1998,27500,78.9,12.9,0.414,3340,Europe,40300000
Spain,1999,28600,79.1,13.2,0.405,3330,Europe,40500000
Spain,2000,30000,79.4,13.2,0.447,3360,Europe,40900000
Spain,2001,31000,79.7,13.3,0.694,3330,Europe,41400000
Spain,2002,31400,79.8,13.3,1.41,3360,Europe,42000000
Spain,2003,31800,80,14.9,1.81,3300,Europe,42700000
Spain,2004,32300,80.2,14.9,1.73,3250,Europe,43400000
Spain,2005,32900,80.5,15.2,1.69,3220,Europe,44000000
Spain,2006,33700,80.8,15.5,1.69,3230,Europe,44700000
Spain,2007,34300,81,15.5,1.85,3220,Europe,45400000
Spain,2008,34200,81.3,15.7,1.6,3210,Europe,46000000
Spain,2009,32700,81.7,15.2,0.886,3210,Europe,46500000
Spain,2010,32500,81.9,15.2,0.46,3180,Europe,46800000
Sri Lanka,1995,4510,72.2,5.26,0.819,2220,Asia & Pacific,18200000
Sri Lanka,1996,4640,72.1,5.62,0.683,2240,Asia & Pacific,18400000
Sri Lanka,1997,4910,72.1,5.7,0.567,2270,Asia & Pacific,18500000
Sri Lanka,1998,5110,72.2,7.03,0.509,2300,Asia & Pacific,18600000
Sri Lanka,1999,5300,72.7,6.81,0.528,2380,Asia & Pacific,18700000
Sri Lanka,2000,5580,72.8,6.78,0.603,2320,Asia & Pacific,18800000
Sri Lanka,2001,5450,73.3,6.28,0.696,2360,Asia & Pacific,18900000
Sri Lanka,2002,5630,73.5,6.7,0.77,2330,Asia & Pacific,19100000
Sri Lanka,2003,5920,74.1,7.18,0.815,2330,Asia & Pacific,19200000
Sri Lanka,2004,6190,69.6,8.58,0.815,2350,Asia & Pacific,19400000
Sri Lanka,2005,6530,74.1,7.97,0.782,2350,Asia & Pacific,19500000
Sri Lanka,2006,6970,74.4,8.14,0.743,2380,Asia & Pacific,19700000
Sri Lanka,2007,7390,74.7,7.82,0.712,2380,Asia & Pacific,19800000
Sri Lanka,2008,7770,74,7.05,0.679,2440,Asia & Pacific,19900000
Sri Lanka,2009,7990,73.9,5.95,0.646,2450,Asia & Pacific,20100000
Sri Lanka,2010,8560,74.4,5.77,0.612,2470,Asia & Pacific,20200000
St. Kitts and Nevis,1995,16600,NA,9.95,1.22,2490,South/Latin America,42900
St. Kitts and Nevis,1996,17400,NA,9.05,1.12,2510,South/Latin America,43400
St. Kitts and Nevis,1997,18400,NA,10.2,1.08,2420,South/Latin America,43800
St. Kitts and Nevis,1998,18000,NA,10.1,1.07,2400,South/Latin America,44300
St. Kitts and Nevis,1999,18400,NA,9.58,1.14,2380,South/Latin America,44800
St. Kitts and Nevis,2000,20200,NA,9.59,1.22,2510,South/Latin America,45400
St. Kitts and Nevis,2001,21000,NA,9.52,1.35,2540,South/Latin America,46000
St. Kitts and Nevis,2002,21200,NA,7.99,1.41,2510,South/Latin America,46600
St. Kitts and Nevis,2003,20200,NA,6.28,1.42,2460,South/Latin America,47300
St. Kitts and Nevis,2004,20600,NA,5.57,1.4,2470,South/Latin America,48000
St. Kitts and Nevis,2005,22100,NA,5.47,1.33,2410,South/Latin America,48600
St. Kitts and Nevis,2006,22300,NA,6.87,1.22,2430,South/Latin America,49200
St. Kitts and Nevis,2007,22000,NA,6.5,1.16,2450,South/Latin America,49800
St. Kitts and Nevis,2008,23100,NA,5.73,1.1,2510,South/Latin America,50300
St. Kitts and Nevis,2009,22100,NA,5.44,1.09,2490,South/Latin America,50900
St. Kitts and Nevis,2010,21400,NA,8.2,1.09,2490,South/Latin America,51400
St. Lucia,1995,9600,73.2,11.3,1.23,2670,South/Latin America,147000
St. Lucia,1996,9750,73.5,13,1.32,2670,South/Latin America,149000
St. Lucia,1997,9540,73.8,11.6,1.39,2740,South/Latin America,151000
St. Lucia,1998,10000,74,10.7,1.38,2680,South/Latin America,153000
St. Lucia,1999,10100,74.2,11.1,1.29,2710,South/Latin America,155000
St. Lucia,2000,10000,74.2,11.7,1.14,2710,South/Latin America,157000
St. Lucia,2001,9540,74.1,12.2,0.961,2610,South/Latin America,158000
St. Lucia,2002,9490,74.1,11.4,0.816,2680,South/Latin America,160000
St. Lucia,2003,9860,74,9.73,0.755,2640,South/Latin America,161000
St. Lucia,2004,10500,73.9,9.7,0.791,2650,South/Latin America,162000
St. Lucia,2005,10400,74.2,9.54,0.898,2650,South/Latin America,164000
St. Lucia,2006,11000,74.5,10.9,1.03,2630,South/Latin America,165000
St. Lucia,2007,11000,74.8,11.1,1.13,2590,South/Latin America,167000
St. Lucia,2008,11300,75.2,11.5,1.15,2560,South/Latin America,169000
St. Lucia,2009,11100,75.6,14.8,1.06,2580,South/Latin America,171000
St. Lucia,2010,10800,75.5,12.8,0.907,2600,South/Latin America,173000
St. Vincent and the Grenadines,1995,6620,70.4,13.1,-0.00647,2330,South/Latin America,108000
St. Vincent and the Grenadines,1996,6710,70.3,12.1,-0.0435,2330,South/Latin America,108000
St. Vincent and the Grenadines,1997,6950,70.5,9.17,-0.0657,2310,South/Latin America,108000
St. Vincent and the Grenadines,1998,7240,70.6,8.53,-0.076,2380,South/Latin America,108000
St. Vincent and the Grenadines,1999,7430,70.4,8.49,-0.0389,2470,South/Latin America,108000
St. Vincent and the Grenadines,2000,7560,70.2,10.8,0.0167,2500,South/Latin America,108000
St. Vincent and the Grenadines,2001,7680,70.5,10.1,0.0834,2470,South/Latin America,108000
St. Vincent and the Grenadines,2002,8150,70.5,10.8,0.146,2660,South/Latin America,108000
St. Vincent and the Grenadines,2003,8760,70.9,11,0.188,2690,South/Latin America,108000
St. Vincent and the Grenadines,2004,9110,71,9.82,0.193,2710,South/Latin America,109000
St. Vincent and the Grenadines,2005,9320,71.2,8.42,0.17,2780,South/Latin America,109000
St. Vincent and the Grenadines,2006,10000,71.3,9.39,0.15,2800,South/Latin America,109000
St. Vincent and the Grenadines,2007,9850,71.4,9.32,0.128,2830,South/Latin America,109000
St. Vincent and the Grenadines,2008,10500,71.6,11.5,0.108,2870,South/Latin America,109000
St. Vincent and the Grenadines,2009,10300,71.7,11.5,0.0806,2870,South/Latin America,109000
St. Vincent and the Grenadines,2010,9920,71.6,7.77,0.0567,2910,South/Latin America,109000
Sudan,1995,1960,60.4,11.6,3.18,2170,Arab States,24100000
Sudan,1996,2020,60.7,11.8,2.8,2160,Arab States,24800000
Sudan,1997,2170,61.1,11.9,2.49,2150,Arab States,25400000
Sudan,1998,2210,61.5,12,2.31,2170,Arab States,26000000
Sudan,1999,2210,61.9,8.87,2.29,2180,Arab States,26600000
Sudan,2000,2290,62.6,8.29,2.39,2210,Arab States,27300000
Sudan,2001,2370,63.2,8.04,2.52,2250,Arab States,27900000
Sudan,2002,2450,63.7,7.69,2.59,2280,Arab States,28700000
Sudan,2003,2570,63.8,7.17,2.6,2280,Arab States,29400000
Sudan,2004,2590,64.1,7.2,2.52,2270,Arab States,30200000
Sudan,2005,2710,64.9,5.74,2.38,2300,Arab States,30900000
Sudan,2006,2910,65.2,6.62,2.22,2330,Arab States,31600000
Sudan,2007,3160,65.6,7.71,2.11,2340,Arab States,32300000
Sudan,2008,3320,65.9,9.85,2.06,2340,Arab States,33000000
Sudan,2009,3340,66.1,9.89,2.09,2350,Arab States,33700000
Sudan,2010,3370,66.3,9.76,2.16,2320,Arab States,34400000
Suriname,1995,9620,70.3,11,1.52,2550,South/Latin America,444000
Suriname,1996,9600,70.4,11,1.41,2590,South/Latin America,450000
Suriname,1997,10000,70.4,11.8,1.31,2540,South/Latin America,456000
Suriname,1998,10100,70.2,8.84,1.22,2560,South/Latin America,462000
Suriname,1999,9850,69.9,10.7,1.17,2490,South/Latin America,467000
Suriname,2000,9730,69.7,9.69,1.15,2550,South/Latin America,472000
Suriname,2001,10100,69.4,11.1,1.13,2510,South/Latin America,478000
Suriname,2002,10400,69.3,11.2,1.1,2560,South/Latin America,483000
Suriname,2003,10900,69.3,12,1.09,2560,South/Latin America,488000
Suriname,2004,11800,69.3,11.6,1.08,2560,South/Latin America,494000
Suriname,2005,12200,69.5,11.7,1.07,2610,South/Latin America,499000
Suriname,2006,12500,69.6,13.8,1.07,2630,South/Latin America,504000
Suriname,2007,13000,69.7,11.9,1.06,2670,South/Latin America,510000
Suriname,2008,13400,69.8,11.9,1.06,2650,South/Latin America,515000
Suriname,2009,13700,70.2,11.9,1.06,2740,South/Latin America,521000
Suriname,2010,14200,70.3,11.9,1.05,2800,South/Latin America,526000
Swaziland,1995,5610,59.4,12.6,2,2210,Africa,961000
Swaziland,1996,5700,57,12,2.16,2220,Africa,982000
Swaziland,1997,5740,55,12.2,2.24,2160,Africa,1000000
Swaziland,1998,5770,52.4,11.3,2.17,2180,Africa,1030000
Swaziland,1999,5830,50,10.5,1.89,2270,Africa,1050000
Swaziland,2000,5840,47.5,10.6,1.5,2350,Africa,1060000
Swaziland,2001,5840,45.5,10.2,1.07,2310,Africa,1070000
Swaziland,2002,6050,44.2,9.88,0.743,2390,Africa,1080000
Swaziland,2003,6250,43.3,12.1,0.596,2440,Africa,1090000
Swaziland,2004,6430,42.6,8.78,0.702,2470,Africa,1100000
Swaziland,2005,6750,42.3,10,0.983,2370,Africa,1110000
Swaziland,2006,7060,43,12.2,1.32,2330,Africa,1120000
Swaziland,2007,7250,43.8,10.4,1.59,2310,Africa,1140000
Swaziland,2008,7180,44.5,10.3,1.78,2260,Africa,1160000
Swaziland,2009,7160,45.6,10.1,1.86,2250,Africa,1180000
Swaziland,2010,7300,47,10.1,1.86,2280,Africa,1200000
Sweden,1995,31100,78.8,10.6,0.525,3090,Europe,8840000
Sweden,1996,31500,79.1,11.3,0.159,3040,Europe,8860000
Sweden,1997,32400,79.3,11.4,0.0573,3090,Europe,8870000
Sweden,1998,33700,79.4,11.8,0.0555,3060,Europe,8870000
Sweden,1999,35200,79.5,12.1,0.0779,3120,Europe,8870000
Sweden,2000,36900,79.7,12.6,0.161,3100,Europe,8880000
Sweden,2001,37300,79.8,13.2,0.268,3120,Europe,8900000
Sweden,2002,38000,80,13.5,0.325,3130,Europe,8920000
Sweden,2003,38700,80.1,13.7,0.372,3120,Europe,8950000
Sweden,2004,40300,80.2,13.7,0.393,3150,Europe,8990000
Sweden,2005,41200,80.5,13.7,0.4,3120,Europe,9040000
Sweden,2006,42900,80.7,13.8,0.562,3090,Europe,9100000
Sweden,2007,44100,80.9,14.2,0.742,3090,Europe,9160000
Sweden,2008,43500,81.1,14.6,0.779,3130,Europe,9240000
Sweden,2009,40900,81.3,14.8,0.852,3130,Europe,9310000
Sweden,2010,42900,81.5,14.8,0.853,3150,Europe,9390000
Switzerland,1995,45900,78.5,14.7,0.668,3310,Europe,7020000
Switzerland,1996,45900,78.9,15.4,0.442,3340,Europe,7060000
Switzerland,1997,46900,79.2,15.4,0.241,3320,Europe,7090000
Switzerland,1998,48100,79.4,15.4,0.297,3330,Europe,7120000
Switzerland,1999,48700,79.7,16.4,0.477,3320,Europe,7140000
Switzerland,2000,50300,79.9,16,0.562,3440,Europe,7170000
Switzerland,2001,50700,80.1,17.3,0.633,3380,Europe,7200000
Switzerland,2002,50400,80.3,17.4,0.756,3440,Europe,7240000
Switzerland,2003,50100,80.5,18.1,0.742,3430,Europe,7290000
Switzerland,2004,51100,80.9,18.4,0.687,3410,Europe,7350000
Switzerland,2005,52400,81.2,18.9,0.641,3390,Europe,7410000
Switzerland,2006,54100,81.4,19,0.628,3430,Europe,7480000
Switzerland,2007,55800,81.6,19.5,0.894,3430,Europe,7560000
Switzerland,2008,56400,81.8,19.7,1.27,3450,Europe,7650000
Switzerland,2009,54500,82,19.9,1.25,3470,Europe,7740000
Switzerland,2010,55500,82.2,19.9,1.04,3450,Europe,7830000
Syria,1995,4890,72.1,7.71,2.8,NA,Asia & Pacific,14300000
Syria,1996,5250,72.3,7.18,2.82,NA,Asia & Pacific,14800000
Syria,1997,5390,72.5,6.63,2.82,NA,Asia & Pacific,15200000
Syria,1998,5620,72.7,6.53,2.76,NA,Asia & Pacific,15600000
Syria,1999,5290,73,6.46,2.62,NA,Asia & Pacific,16000000
Syria,2000,5190,73.3,6.54,2.43,NA,Asia & Pacific,16400000
Syria,2001,5230,73.7,6.52,2.15,NA,Asia & Pacific,16800000
Syria,2002,5470,74,6.49,1.9,NA,Asia & Pacific,17100000
Syria,2003,5340,74.3,6.31,1.9,NA,Asia & Pacific,17400000
Syria,2004,5550,74.6,6.05,2.22,NA,Asia & Pacific,17800000
Syria,2005,5740,74.9,6.8,2.7,NA,Asia & Pacific,18300000
Syria,2006,5890,75.1,6.39,3.33,NA,Asia & Pacific,18900000
Syria,2007,6090,75.3,6.39,3.72,NA,Asia & Pacific,19600000
Syria,2008,6250,75.5,6.39,3.47,NA,Asia & Pacific,20300000
Syria,2009,6500,75.8,6,2.43,NA,Asia & Pacific,20800000
Syria,2010,6600,76.2,5.58,0.927,NA,Asia & Pacific,21000000
Tajikistan,1995,1270,63.9,7.42,1.48,1970,Asia & Pacific,5760000
Tajikistan,1996,1040,63,7.25,1.46,1930,Asia & Pacific,5850000
Tajikistan,1997,1050,64.3,8.48,1.44,1910,Asia & Pacific,5930000
Tajikistan,1998,1090,64.4,8.21,1.46,1940,Asia & Pacific,6020000
Tajikistan,1999,1110,64.9,6.99,1.54,1940,Asia & Pacific,6110000
Tajikistan,2000,1180,65.2,6.46,1.64,1960,Asia & Pacific,6220000
Tajikistan,2001,1280,65.5,6.41,1.77,1960,Asia & Pacific,6330000
Tajikistan,2002,1390,65.9,5.64,1.89,1940,Asia & Pacific,6450000
Tajikistan,2003,1510,66.3,5.61,1.98,1960,Asia & Pacific,6580000
Tajikistan,2004,1630,66.8,5.33,2.05,1980,Asia & Pacific,6710000
Tajikistan,2005,1710,67.3,5.88,2.08,2060,Asia & Pacific,6850000
Tajikistan,2006,1790,68,5.92,2.11,2060,Asia & Pacific,7000000
Tajikistan,2007,1890,68.5,4.34,2.15,2060,Asia & Pacific,7150000
Tajikistan,2008,1990,68.8,5.04,2.18,2080,Asia & Pacific,7310000
Tajikistan,2009,2020,69.3,5.41,2.21,2100,Asia & Pacific,7470000
Tajikistan,2010,2110,69.6,6.11,2.23,2110,Asia & Pacific,7640000
Thailand,1995,9380,70.9,9.75,0.997,2420,Asia & Pacific,59500000
Thailand,1996,9800,71.1,10,1.1,2560,Asia & Pacific,60200000
Thailand,1997,9420,71.2,9.75,1.18,2540,Asia & Pacific,60900000
Thailand,1998,8600,71.3,8.25,1.2,2600,Asia & Pacific,61600000
Thailand,1999,8890,71.6,7.29,1.15,2560,Asia & Pacific,62300000
Thailand,2000,9190,72,9.95,1.04,2600,Asia & Pacific,63000000
Thailand,2001,9420,72.4,9.03,0.925,2580,Asia & Pacific,63500000
Thailand,2002,9910,72.8,9.32,0.83,2630,Asia & Pacific,64100000
Thailand,2003,10500,73.3,12,0.749,2640,Asia & Pacific,64600000
Thailand,2004,11100,73.4,11.7,0.69,2650,Asia & Pacific,65000000
Thailand,2005,11500,74.2,11.6,0.649,2720,Asia & Pacific,65400000
Thailand,2006,12000,74.6,13,0.608,2800,Asia & Pacific,65800000
Thailand,2007,12600,75.1,13.1,0.563,2770,Asia & Pacific,66200000
Thailand,2008,12800,75.6,14.3,0.528,2760,Asia & Pacific,66500000
Thailand,2009,12600,76.1,13.3,0.504,2730,Asia & Pacific,66900000
Thailand,2010,13500,76.6,12.7,0.488,2760,Asia & Pacific,67200000
The Bahamas,1995,22100,70.6,14.2,1.53,2540,South/Latin America,280000
The Bahamas,1996,22700,70.7,13.9,1.29,2540,South/Latin America,284000
The Bahamas,1997,23000,70.8,13.7,1.11,2650,South/Latin America,287000
The Bahamas,1998,23800,71,13.8,1.07,2600,South/Latin America,290000
The Bahamas,1999,25200,71.1,14.4,1.2,2700,South/Latin America,294000
The Bahamas,2000,25800,71.3,14.5,1.46,2780,South/Latin America,298000
The Bahamas,2001,26100,71.5,13.6,1.75,2770,South/Latin America,303000
The Bahamas,2002,26300,71.6,14.6,1.97,2730,South/Latin America,309000
The Bahamas,2003,25400,72.2,14.9,2.11,2690,South/Latin America,316000
The Bahamas,2004,25100,72.7,15.2,2.12,2660,South/Latin America,323000
The Bahamas,2005,25400,73,14.7,2.06,2650,South/Latin America,329000
